"","genus_species_id","lengthyear","n","intercept","slope","intercept_se","slope_se","intercept_p","slope_p"
"326","Anas_acuta_18115",44,43,-7.523997072171,0.00381027667984191,3.54931648896094,0.0017817475189159,0.0398300693692215,0.0381980919794879
"327","Anas_acuta_18116",32,31,61.7722672646777,-0.0307271002242542,3.0549431831147,0.00152898322906248,2.0524731721309e-19,2.45133391556984e-19
"328","Anas_acuta_18117",44,43,-19.8440050594571,0.0100090678445386,3.39670631587993,0.00170513761441904,6.20146318083277e-07,5.65058152885301e-07
"329","Anas_acuta_18118",44,43,-45.4367281164954,0.0230265683192763,0.941964328592467,0.000472863609260226,4.46727254290529e-39,2.99202811911713e-39
"330","Anas_acuta_2895",41,40,23.912630351768,-0.0119106384562992,4.25509665249106,0.00213766278016864,1.61720976595272e-06,1.88811071183957e-06
"331","Anas_acuta_4188",42,41,19.4716602160535,-0.00969700440737533,3.81622427790689,0.00191670022707116,8.06503109286488e-06,9.26867057496155e-06
"332","Anas_acuta_4189",44,43,39.1296824431607,-0.0194864193777237,2.30161139800804,0.00115540285310254,1.06053592779034e-20,1.43192722701854e-20
"333","Anas_acuta_4190",44,43,16.4291977519762,-0.00816363361879661,3.54069904777578,0.0017774215861627,3.25904852154208e-05,3.79236573467246e-05
"334","Anas_acuta_5957",10,7,-105.82721010333,0.053769613471106,43.900051312416,0.022212845188183,0.046730063077664,0.0460479360790656
"335","Anas_acuta_5958",9,7,-126.110833333333,0.0641666666666666,54.7144121591073,0.0276941200566887,0.0545960935776722,0.0536326495235458
"336","Anas_acuta_6638",9,8,-45.8884130082429,0.0230487828353412,82.8160254375103,0.0413356328084585,0.594655353600106,0.592372722809464
"337","Anas_acuta_6719",15,14,-10.1423392857143,0.00520462184873949,32.181465653366,0.0161108285144349,0.757288065270177,0.751431043490792
"338","Anas_acuta_6797",26,25,-15.5845843591745,0.00793150383314318,10.4450299241053,0.00522508786272981,0.148196642009613,0.141568566124996
"339","Anas_acuta_7022",17,16,23.2273500005548,-0.0114983854322713,25.9409219163207,0.0130257764949713,0.383849445612418,0.390446549554197
"340","Anas_acuta_7144",20,6,23.7122346719185,-0.0118443118468317,27.8966271509477,0.0140908590792695,0.427932370915527,0.432804520298629
"341","Anas_acuta_7164",9,8,15.7518739101291,-0.00770221327967888,66.9633625434585,0.033557150175793,0.819938826844967,0.824220220576303
"342","Anas_acuta_7188",36,33,-18.2888884917851,0.0092994911090145,7.82093817654064,0.00392932778314281,0.025571779837339,0.0239693644197365
"343","Anas_acuta_7387",30,29,-3.42426075268817,0.00189516129032258,7.82698848763039,0.00394302721993239,0.664994111793949,0.634381328286402
"344","Anas_acuta_8449",27,26,16.6577865723462,-0.00825479482394991,10.6596266812078,0.0053552066856744,0.130214543338926,0.13529106421731
"345","Anas_acuta_992",32,31,24.4722916080308,-0.0121684140163243,8.28761978431356,0.00417297307688421,0.00595747627122805,0.00653551124001472
"346","Anas_acuta_993",30,19,16.6871262634775,-0.00814116158489615,12.9420595961464,0.00653162300815849,0.21274499662487,0.227758337263513
"347","Anas_castanea_8662",17,16,33.1254283711456,-0.0164373942740427,25.2891368661985,0.0126540163379765,0.208736592391447,0.212357182794056
"348","Anas_castanea_8667",14,13,-51.9012151748537,0.026170717249549,37.9334172368922,0.0189571858142626,0.194427271044045,0.190703286854954
"349","Anas_crecca_1001",32,31,-26.1514299570097,0.013378814092482,7.36106298970147,0.00370643423234905,0.00124395186183829,0.00106669499364284
"350","Anas_crecca_1002",44,43,33.3190399886053,-0.0164939643200513,3.47851427259504,0.00174620499298561,3.13731351689569e-12,4.73457215834126e-12
"351","Anas_crecca_1004",30,12,46.5176312166423,-0.0232806958874094,16.0049370077623,0.00806664042851878,0.01316748952555,0.0136761833635609
"352","Anas_crecca_1179",28,27,-37.4380641417429,0.0190824775860648,8.95294351988087,0.00450345283404955,0.000273269684251229,0.000235609337876151
"353","Anas_crecca_1180",28,27,-2.63437619113567,0.0015585306273181,11.3417130168781,0.00570503650731354,0.818077412235748,0.786789751413363
"354","Anas_crecca_1182",9,8,-145.419030386184,0.0730749965672394,56.0161165227296,0.0280430831597054,0.031813936763891,0.0313335425313063
"355","Anas_crecca_1183",9,8,-208.14047034139,0.104499326929012,31.1307486626141,0.015600459240353,0.00015492657153883,0.000152946020626731
"356","Anas_crecca_14576",42,41,43.2716785678845,-0.0214978048515382,2.70101838515334,0.00135658760469557,2.9811503747894e-19,4.38499974799662e-19
"357","Anas_crecca_14577",44,43,-16.4815121764632,0.00844064771133498,4.46333031486842,0.00224058004952581,0.000621614632168547,0.000497370085396211
"358","Anas_crecca_14578",44,43,23.2687101190938,-0.0114353251181896,4.07520992485004,0.00204574463710015,9.649060303371e-07,1.43977302031947e-06
"359","Anas_crecca_14579",44,43,35.8512923111958,-0.01781583955497,2.77601737239241,0.00139355340136928,2.14443925360435e-16,3.03583532649813e-16
"360","Anas_crecca_14580",40,39,40.2876887340313,-0.0199391951902718,1.97524206226756,0.000990575370166663,2.07224626691043e-22,3.31943431731796e-22
"361","Anas_crecca_14581",44,43,-39.1700508187465,0.0198644833427443,2.33460113454338,0.00117196361385869,1.73963639158071e-20,1.18780991564689e-20
"362","Anas_crecca_14582",44,43,41.1934784910449,-0.0204111113873214,1.30858232127077,0.000656904874916906,2.50758171001019e-31,4.29286543266016e-31
"363","Anas_crecca_14583",44,43,41.0313079645561,-0.020324730682787,1.38446088762315,0.000694995715155505,2.99912652576112e-30,5.18249901710444e-30
"364","Anas_crecca_14584",44,43,-17.7633693456303,0.00908915239350026,5.12049291063205,0.00257047393984749,0.00119986852726101,0.00098733479214173
"365","Anas_crecca_14585",41,40,-0.33001961291716,0.000256057045620287,5.49408756316627,0.00275594984214394,0.952400482283818,0.926438362203402
"366","Anas_crecca_18113",44,43,-41.2220834969534,0.0208898969102433,1.76839578297782,0.000887730020295953,5.03770256065166e-26,3.45356627028692e-26
"367","Anas_crecca_2480",9,8,70.0518939393985,-0.0348484848484871,77.3738018225557,0.038677191737479,0.391720149635416,0.393899005665067
"368","Anas_crecca_2481",12,11,78.954261954255,-0.039501039501036,35.8834027333609,0.0180046861493643,0.0500598469653117,0.0506197176394394
"369","Anas_crecca_2482",24,18,29.9584968761483,-0.0148879088570378,16.2360231600368,0.00817003730423653,0.0815280734573743,0.0850738945196931
"370","Anas_crecca_2896",41,40,3.71437193927254,-0.00168294552866299,5.71768677681056,0.00287243444970748,0.519645613031044,0.561237520042758
"371","Anas_crecca_5295",12,11,-51.1363231363233,0.0258390258390259,54.3532574532778,0.0272583559488677,0.367001907902934,0.363525030836249
"372","Anas_crecca_6489",9,7,-74.6092023172897,0.0374554367201422,73.285973151418,0.0366653546818512,0.342540685280825,0.340995360835301
"373","Anas_crecca_6636",9,8,24.6485464233546,-0.0121943548736927,74.1274303486079,0.0369989289601526,0.74804525498422,0.750176116227064
"374","Anas_crecca_6694",7,6,150.923868677859,-0.0751700680271873,102.337927715021,0.0511050490503898,0.190721450054714,0.191726442667095
"375","Anas_crecca_6717",15,14,-46.6977454545454,0.0235832085561497,29.3261592788129,0.0146813923336192,0.133624959908203,0.130513427563789
"376","Anas_crecca_6795",26,25,-54.187796755244,0.0273192589351839,6.51858896179539,0.00326090019022317,1.15944136385193e-08,1.00275782477978e-08
"377","Anas_crecca_7020",17,16,30.644322807018,-0.0152982456140353,21.5664953498126,0.0108292353337588,0.174535307544136,0.176906265007313
"378","Anas_crecca_7067",20,16,-39.6273908711459,0.0201040612980772,20.1012162711255,0.010137573990592,0.0662271614661976,0.0647900505913771
"379","Anas_crecca_7143",20,6,20.8166436133834,-0.0104315166284134,29.6782401522514,0.0149907692225039,0.509323238905706,0.51255326735201
"380","Anas_crecca_7186",36,33,-20.507095503831,0.01040144742585,4.71570113191141,0.0023692215762807,0.000123822851200953,0.000109791011996288
"381","Anas_crecca_7386",30,29,37.4002947953374,-0.0186737598265112,6.9539189620974,0.00350319817080186,8.86667534443034e-06,1.01251841700653e-05
"382","Anas_fulvigula_1012",30,19,16.5297470243041,-0.00819101390972009,11.3217308646606,0.00571387245271337,0.160627610076999,0.167958087713385
"383","Anas_fulvigula_2891",41,40,43.6142688294601,-0.0217595222396395,2.38344040735711,0.00119738569148001,4.84788928043923e-21,6.21291843306519e-21
"384","Anas_gracilis_8943",22,21,9.59306669416073,-0.00464851287584737,16.9824210991548,0.00852526453056622,0.578139014055161,0.591317406994848
"385","Anas_gracilis_9544",7,6,120.380699036752,-0.0599074449398443,102.658528465826,0.0512395614331964,0.285387546508077,0.286679461187964
"386","Anas_platyrhynchos_1006",30,19,26.0978266636904,-0.0129597019755031,13.6328316213124,0.00688024313461118,0.0707596899596883,0.0750160983648271
"387","Anas_platyrhynchos_1014",32,31,-1.15939942410549,0.000771287535993512,10.6697254707163,0.00537240827714113,0.914170473407439,0.886773494870624
"388","Anas_platyrhynchos_1015",30,19,3.762601808542,-0.00178934470091027,11.1951806653341,0.00565000485981075,0.740485322713641,0.754926110565479
"389","Anas_platyrhynchos_1191",28,27,6.3615137848381,-0.00295483092724245,11.3846774185938,0.00572664818801272,0.580918133913717,0.610068939734758
"390","Anas_platyrhynchos_1192",9,8,-70.5976889035907,0.0355768120253042,52.8299107006609,0.026474495602058,0.218203643525149,0.215873658609354
"391","Anas_platyrhynchos_1193",28,27,30.4859226526113,-0.0152034306719427,6.656550605648,0.00334833584322652,9.41911335792547e-05,0.000104651925468595
"392","Anas_platyrhynchos_1194",28,27,-35.4978589830272,0.0181343412898142,9.83727863754365,0.00494828547295142,0.00123446997234107,0.00106671824555063
"393","Anas_platyrhynchos_1197",9,8,-168.031977565319,0.0843863838010711,54.5727273627722,0.0273341702415442,0.0151387773321427,0.0149525745738839
"394","Anas_platyrhynchos_1198",23,22,-73.5880402141278,0.0372698785742267,10.4189076063544,0.00524482474248245,4.3760891513343e-07,3.98071129141373e-07
"395","Anas_platyrhynchos_12027",27,26,22.8941403424168,-0.0112588560864426,10.7277683769478,0.00537324346236663,0.0424323743710597,0.0460259335859639
"396","Anas_platyrhynchos_14594",44,43,38.9218522977342,-0.0193352723295299,2.42046975985058,0.00121506943735166,8.45367007417873e-20,1.24442970560747e-19
"397","Anas_platyrhynchos_14595",44,43,-35.175536709433,0.0177653639451867,3.08701340619444,0.00154967259032943,1.41887238022701e-14,1.16461786140473e-14
"398","Anas_platyrhynchos_14596",37,36,-43.7726410621148,0.0221851406061933,3.96489869282658,0.00198688991616281,4.14082845660574e-13,3.0131932125968e-13
"399","Anas_platyrhynchos_14597",44,43,-34.4850292473343,0.01741682798685,3.08548823148298,0.00154890695664573,2.65351415948064e-14,2.18123535084722e-14
"400","Anas_platyrhynchos_14598",41,40,-36.6651328668135,0.0185506664641794,2.88249565887081,0.00144592043077439,1.2205975525655e-15,9.24772925698698e-16
"401","Anas_platyrhynchos_2486",9,8,-113.327705627698,0.056926406926403,66.6812932221934,0.0333322791759988,0.127641180960614,0.126046437290257
"402","Anas_platyrhynchos_2488",12,9,-7.52772478189567,0.00398516369064814,51.8803150708482,0.0260347771387688,0.887831083746371,0.881719428154762
"403","Anas_platyrhynchos_2489",24,18,13.4528910406981,-0.00660179281913626,15.6691968196281,0.00788480783021348,0.401873939152745,0.41341429269757
"404","Anas_platyrhynchos_2890",41,40,-23.3374285292486,0.0118930143017356,5.2463121828477,0.00263562668543694,6.73484978884153e-05,5.51684679559756e-05
"405","Anas_platyrhynchos_4196",44,43,35.4594748899097,-0.0175764697503828,2.43187604022118,0.00122079536002257,3.00213369956744e-18,4.72806926673799e-18
"406","Anas_platyrhynchos_4197",44,43,9.32567173713415,-0.0044376572044556,5.87359172355987,0.00294852755822894,0.119674665762952,0.139624111172887
"407","Anas_platyrhynchos_4198",44,43,-44.6385200822455,0.0226164810156905,2.02228120673166,0.00101517983359642,4.40290280880723e-25,3.05292772808333e-25
"408","Anas_platyrhynchos_4199",44,43,-40.697638372533,0.0206761110893698,2.65903236966684,0.00133482723845737,5.18972912206441e-19,3.35106155675272e-19
"409","Anas_platyrhynchos_4200",44,43,-42.8129807919008,0.021653560779419,2.27619548250402,0.0011426441305341,2.27616360665325e-22,1.70636531173132e-22
"410","Anas_platyrhynchos_4201",44,43,47.4912311521008,-0.0236374307889952,1.60265178059167,0.000804526968118107,3.01629598819212e-30,4.28401090636607e-30
"411","Anas_platyrhynchos_5147",30,29,58.3276664083734,-0.0290545000573991,8.42854498894273,0.00423753633481145,1.32235424356931e-07,1.56718608925505e-07
"412","Anas_platyrhynchos_5296",12,11,104.027252747253,-0.051978021978022,40.6730944951658,0.0203977045578949,0.0266301676468367,0.0270803471402732
"413","Anas_platyrhynchos_6491",9,8,-41.4525252525247,0.0209292929292927,58.6752285431572,0.029359603674534,0.499948507099955,0.49619593478551
"414","Anas_platyrhynchos_6637",8,7,89.139822621216,-0.044375487900078,76.5281165097224,0.0382067163890474,0.282255714377425,0.283524388156352
"415","Anas_platyrhynchos_6661",17,10,3.06898699974662,-0.00132857507010018,32.2434690173774,0.0162223929430832,0.92605084432721,0.936344182033115
"416","Anas_platyrhynchos_6695",7,6,116.262775842011,-0.0578784359272,103.724498776464,0.051797468602838,0.305186731226906,0.306559312959936
"417","Anas_platyrhynchos_6718",15,14,-57.272298156389,0.0287248046071575,25.7683725763252,0.0129002773256171,0.0432286846298115,0.0428967534117973
"418","Anas_platyrhynchos_6796",26,25,-43.8903882357374,0.0221331268244346,8.06172374376456,0.00403284769812023,1.18596771188534e-05,1.05968687083424e-05
"419","Anas_platyrhynchos_7021",17,16,19.4463734751664,-0.0095975232198144,26.385833819366,0.013249181161456,0.471791864479157,0.479288225958051
"420","Anas_platyrhynchos_7068",20,16,-48.2630019064143,0.0244951988162806,14.4636318771711,0.00729439136168733,0.0041816110802773,0.00399852020689361
"421","Anas_platyrhynchos_7109",9,8,-71.4596283142969,0.0360191321969175,51.0443089554947,0.025579682324457,0.199092963469159,0.196750237543549
"422","Anas_platyrhynchos_7110",9,8,-164.982872238935,0.0828638897699641,53.4288677187332,0.0267612383806396,0.0149370543219903,0.0147455935505259
"423","Anas_platyrhynchos_7187",36,33,-42.0328293830521,0.0213243358695441,4.01137070828815,0.00201535800651652,4.95907452158333e-12,3.86360182873001e-12
"424","Anas_platyrhynchos_7338",15,14,69.7807122022363,-0.0348687408847837,26.4537888850727,0.013289986408013,0.0194863789940305,0.0200315594104588
"425","Anas_platyrhynchos_7385",30,29,12.7550501096147,-0.00622455371124332,11.8405666190044,0.00596496041254452,0.29025595208264,0.30532887575494
"426","Anas_rubripes_1016",25,24,57.4399023199027,-0.028796092796093,10.6032275709397,0.00534837412145782,1.45076137863512e-05,1.5766039562553e-05
"427","Anas_rubripes_14599",44,43,42.559906090835,-0.0211787553684787,1.66269348644967,0.000834667746145846,1.17434724275469e-27,1.67240798424622e-27
"428","Anas_rubripes_14600",40,39,41.8698876110143,-0.0208147546566769,2.25822172236588,0.00113248844852109,6.08405265688178e-21,8.26918140871533e-21
"429","Anas_rubripes_14601",42,41,-45.0451138481489,0.0228543436144119,1.78626087443972,0.000897150265372975,1.38615585153003e-26,9.37464468031076e-27
"430","Anas_rubripes_2889",41,40,-4.10155849066836,0.00225412704142162,6.81260194749924,0.00342249467136025,0.550535464231061,0.513912622381797
"431","Anas_rubripes_4202",44,43,-40.4878014095406,0.0205366292322814,1.65120155137568,0.000828898825039684,6.63793426934025e-27,4.37419792723218e-27
"432","Anas_rubripes_4203",44,43,-35.2665186840046,0.0179469553760669,2.37826879038799,0.00119388466195344,1.63706448310055e-18,9.98892884211655e-19
"433","Anas_rubripes_4204",44,43,43.0254980552174,-0.0214019668339977,1.79203418819163,0.000899596437385507,1.54551032399688e-26,2.22967487203255e-26
"434","Anas_rubripes_4205",44,43,42.1192269515969,-0.0209610556431366,1.85649321386008,0.000931954698310872,1.48205478782776e-25,2.09219213776614e-25
"435","Anas_superciliosa_8585",17,16,38.0114443085734,-0.0189642774202034,19.0111223020198,0.0095126636186057,0.0628389614004886,0.0635325970389261
"436","Anas_superciliosa_8653",14,13,60.6214256627547,-0.0300635751682842,34.4541381335232,0.0172184197007235,0.101991961978805,0.104379975072789
"437","Anas_wyvilliana_6168",26,25,-63.9166299235742,0.0323904490571157,9.56934516359255,0.0048110969291228,5.33617213990399e-07,4.68639569778234e-07
"438","Anaxyrus_americanus_12294",11,10,81.1223214536497,-0.0402729800320176,54.1474184622051,0.0270669021972539,0.164973011605071,0.167615412838948
"439","Anaxyrus_americanus_12296",9,7,157.984344286346,-0.0787846560070429,57.1606500142517,0.0285914138753073,0.0279399175783855,0.0282773674943649
"440","Anaxyrus_americanus_12297",10,9,-94.3737714987448,0.0474815724815592,55.861704623556,0.0279308173982781,0.125403818898162,0.123353303744343
"441","Anaxyrus_americanus_4523",7,6,287.153508771964,-0.1434837092732,66.1690929541842,0.0331093567503384,0.00487693708822622,0.00490922916023422
"442","Anaxyrus_americanus_4827",21,20,-20.0631384425837,0.0102664134284681,17.2430196509038,0.00864524062095815,0.258300109128178,0.248934618589444
"443","Anaxyrus_boreas_4468",9,8,87.5483014776728,-0.0436797301638283,65.4126090661059,0.0326817595356124,0.217554618196153,0.218142224651546
"444","Anaxyrus_canorus_931",17,7,110.120449650893,-0.0553621630726422,23.4850404340554,0.0118557612389534,0.00223722271656235,0.00228845376005806
"445","Anaxyrus_fowleri_11890",22,21,44.7640451781785,-0.0222449341412288,16.9028271283893,0.00845136708180351,0.0150327047290786,0.0155786444916044
"446","Anaxyrus_fowleri_932",20,19,24.8297160758412,-0.0122718236038325,21.7822872719845,0.0109019956142239,0.268493101476598,0.274332426491626
"447","Anaxyrus_terrestris_937",15,14,-14.0478731815307,0.00719481340923465,32.3297038429157,0.0162746623691537,0.670534019502181,0.665178967655346
"448","Anchoa_mitchilli_5426",8,7,128.34837962963,-0.0642361111111111,66.6089234101638,0.0334046477273062,0.0953572146465305,0.0959097398639062
"449","Aneides_aeneus_919",29,9,68.806565618095,-0.0344824434458058,9.53658692803795,0.00478675343634751,5.00140247901698e-05,5.06277006307054e-05
"450","Aneides_hardii_920",9,6,-149.815306368123,0.0755387022992656,48.1328770143171,0.024170644113164,0.0207815683354938,0.0204484539099195
"451","Aneides_hardii_925",10,7,-143.305599999998,0.0722526315789465,39.0400336030914,0.0196104137151246,0.00795651246061741,0.00781413159673775
"452","Anguilla_anguilla_6088",12,11,83.6074403109388,-0.0419333581465733,37.6509013624224,0.0190059738533892,0.0483149858731249,0.049535694782299
"453","Anguilla_anguilla_6482",17,9,105.271470456492,-0.0524737856852925,12.6855878900904,0.00635229346787557,1.64989407295166e-05,1.71182379412574e-05
"454","Anguilla_anguilla_6483",20,19,42.1645799840631,-0.0208630981505039,21.8220100684912,0.0109328204661145,0.0683840191308753,0.0715786930176076
"455","Anguilla_anguilla_7432",16,14,42.4538880769693,-0.0211606381683105,22.5245385617217,0.0112720979036877,0.0803890478707369,0.0814774940240818
"456","Anguilla_anguilla_7433",16,14,16.862444780283,-0.00829264512128928,28.5863793773159,0.0143056634066041,0.564672859677761,0.571344583136744
"457","Anguilla_anguilla_9597",17,15,57.8987015730632,-0.029064287571503,22.3800578175063,0.0113134404541217,0.0206229070305885,0.021376514281062
"458","Anguilla_anguilla_9640",16,15,-48.1642156862733,0.024509803921568,29.2861036817211,0.0147610959682635,0.120839169251215,0.117581614930961
"459","Anguilla_australis_10554",8,7,-69.7662835249042,0.0352490421455939,70.3029048905251,0.0352395218099319,0.354074968247902,0.35049474227944
"460","Anguilla_dieffenbachii_10556",8,7,-16.385222868217,0.00838178294573643,88.6086184274375,0.0444153103841722,0.858537837221597,0.855671789699343
"461","Anguilla_dieffenbachii_10557",9,8,150.030422077922,-0.0749350649350646,48.6347144643566,0.0243721694229146,0.0150063700630789,0.0152408247536169
"462","Anguilla_dieffenbachii_10558",8,7,180.72100456621,-0.0904109589041096,37.6304637174081,0.018862372030749,0.00196057883120528,0.00198181240256611
"463","Anguilla_rostrata_12857",20,19,49.7760984665844,-0.0248050486909755,14.2416299467912,0.0071136687329938,0.00242206029461781,0.00246729803679503
"464","Anguilla_rostrata_13444",23,22,28.6146258157474,-0.014241037376049,9.9398612676193,0.00500367526836088,0.00871955084965109,0.0093955482852602
"465","Anguilla_rostrata_14848",40,39,14.0453056540948,-0.00695267959189788,5.75775510863183,0.00289183999879753,0.0193640142127531,0.0210546411944188
"466","Anguilla_rostrata_14849",27,17,66.1722298718803,-0.0328983588846656,12.36792318493,0.00617920295869842,5.30088097197496e-05,5.59476440851983e-05
"467","Anguilla_rostrata_14850",42,40,7.00346068660044,-0.00335098420285489,6.36554583900626,0.00319709656038529,0.27781638551442,0.300869176800803
"468","Anguilla_rostrata_14851",40,30,36.8284066142592,-0.0184179756269756,6.58858145367974,0.00331450005692631,4.409917732776e-06,4.83872959925157e-06
"469","Anguilla_rostrata_4401",33,30,52.1130292214074,-0.0260429370592286,6.64611016166353,0.0033368308295629,9.46976059292039e-09,1.04153145032197e-08
"470","Anguilla_rostrata_5547",9,8,-52.2287878787871,0.026430976430976,74.0138834021931,0.0372396508741595,0.500426930399983,0.498019150922408
"471","Anhinga_anhinga_2863",41,40,-33.3189481313421,0.0168476352537613,3.92809937474116,0.00197338686191112,1.77624696583849e-10,1.49955093345803e-10
"472","Anolis_apletophallus_17697",39,25,22.3748326051288,-0.0109342956694873,6.53111454681708,0.00328355541073479,0.00212516675214017,0.00269723870147468
"473","Anolis_limifrons_2372",18,17,43.9745442036464,-0.0220616901731453,18.9927872161133,0.00959228007447669,0.0333496587108718,0.0343909980713812
"474","Anoplopoma_fimbria_2040",21,20,49.9919757552192,-0.024899862365893,17.2361021223433,0.00865913819348531,0.00884567852740072,0.00934994438133012
"475","Anoplopoma_fimbria_2041",27,26,80.129441254121,-0.0401372638131766,1.98812078262219,0.00100181623226124,5.74644453118639e-25,6.69423949880584e-25
"476","Anoplopoma_fimbria_2042",26,25,83.9507184669488,-0.0421136246752533,4.1768965568956,0.00210527437980086,6.02117981099554e-17,6.73289747477489e-17
"477","Anoplopoma_fimbria_4504",12,11,163.673005255615,-0.0817486860965129,22.9087239561771,0.011465807700558,1.88181778722851e-05,1.91801287568144e-05
"478","Anoplopoma_fimbria_5939",40,39,31.298026200533,-0.0155889280361277,4.63773224059641,0.00233047751996218,4.75365157622522e-08,5.74122245102952e-08
"479","Anous_minutus_11428",29,28,-37.0499016393774,0.0187328091570317,6.81241171148995,0.00341556659045949,8.37342796314007e-06,7.38859910472531e-06
"480","Anous_stolidus_11429",29,28,-68.2225665475192,0.0344037111321373,3.77153373881496,0.0018909492230718,5.55374821662644e-17,4.780739166843e-17
"481","Anous_stolidus_8920",22,21,29.7182912679945,-0.0148956165930561,16.1074463006233,0.00810636967660263,0.0791879810724778,0.0803253444463348
"482","Anser_albifrons_12304",33,32,-23.8187171742584,0.0121335774575607,8.03523889690172,0.0040448733482475,0.00568934608157291,0.00519812365931922
"483","Anser_albifrons_12339",22,21,-32.5922939848255,0.0165297513850381,16.4968548518085,0.00826077308314876,0.0614796898536482,0.0584850554623981
"484","Anser_albifrons_12346",25,10,62.7579861413103,-0.0314501465356312,12.3845476081941,0.00624240728853592,0.000486646837212184,0.000508010148471227
"485","Anser_albifrons_12357",37,36,29.9691781969461,-0.0148668947787048,5.58735985089744,0.0028097937609305,4.92498405301174e-06,6.15683919085714e-06
"486","Anser_albifrons_12360",19,18,-104.976794468173,0.0527761943264562,6.92770054061842,0.00346990816253557,1.08734534175546e-11,1.02160707585823e-11
"487","Anser_albifrons_12379",40,39,-33.5231871329151,0.0170375365750377,3.4093915470094,0.00171323180055619,4.11845324434354e-12,2.99357176549098e-12
"488","Anser_albifrons_12380",33,32,-61.3235559655836,0.0309460871593371,2.44963841449273,0.00122756642933768,1.37933896989575e-22,1.11452156795349e-22
"489","Anser_albifrons_12467",11,10,-82.1793111872204,0.041215789131059,39.9907278339912,0.0199305600049456,0.066950099803439,0.0655064071916784
"490","Anser_albifrons_12620",22,21,-47.6839378037867,0.0240183983175331,14.1042652813074,0.00706976807978351,0.00282227336862631,0.00271496410021616
"491","Anser_albifrons_12648",19,18,-61.8411101282635,0.0310039805395851,20.6884069255647,0.0103415750976685,0.00786853946602294,0.00771900799869021
"492","Anser_albifrons_1595",26,25,-63.813271604938,0.0324074074074073,8.43909665490108,0.0042556891362587,6.4624758993974e-08,5.70472606308083e-08
"493","Anser_albifrons_1596",26,25,3.95201095201088,-0.00190550190550187,10.7095703888745,0.00540064940854327,0.715222188457007,0.727174668005655
"494","Anser_albifrons_276",12,11,-142.031468531461,0.0716783216783181,30.6106121910027,0.0153976649768212,0.000716712476143592,0.000699213051666131
"495","Anser_albifrons_277",22,20,-51.3173631738378,0.0260262201928475,14.2695447569245,0.00715734388326141,0.00180383597271624,0.00164367964245598
"496","Anser_albifrons_3252",30,19,9.56445374529282,-0.00471450932353339,11.67898672607,0.00589417301359751,0.422971080906406,0.433679408442067
"497","Anser_albifrons_3253",14,6,-124.508747346069,0.0630148619957522,24.0377337770897,0.0121111696494648,0.00205489748107276,0.0020089129207655
"498","Anser_albifrons_3254",23,22,13.538937198068,-0.00668046928916511,16.9945379932221,0.00857655023688959,0.434159826462687,0.444323519155892
"499","Anser_albifrons_5145",31,30,54.1205868972125,-0.0268997012033382,6.98485154130549,0.00351081996605122,1.207256318988e-08,1.51451338060192e-08
"500","Anser_albifrons_9478",15,14,-94.5634627603471,0.0474194814024119,15.9830035847372,0.00798549147822297,3.75905421036674e-05,3.62057992096881e-05
"501","Anser_anser_12340",22,21,-55.8578558722373,0.0282062773966419,11.5693353762631,0.0057933257657097,9.00359275761842e-05,8.17608556055193e-05
"502","Anser_anser_12622",22,21,-52.3647084236003,0.0263887085258013,13.9497285430528,0.00699230648377154,0.00116863186236999,0.00111393264744451
"503","Anser_anser_2547",9,7,-151.949673202611,0.0761437908496713,55.8430250771934,0.0279245859635516,0.0297220011341787,0.0294760774960287
"504","Anser_anser_2548",8,6,-127.516693163755,0.0639904610492863,86.9334184363626,0.0435483244911144,0.192787356485172,0.192112534244553
"505","Anser_anser_4654",8,7,-126.033604336043,0.0634146341463414,71.8934953688043,0.0360187551188716,0.123042431801168,0.121695579200678
"506","Anser_anser_5963",10,7,-187.10717948718,0.0948717948717949,32.429922358635,0.0164091116816854,0.000684516566213409,0.000676105901278794
"507","Anser_anser_6632",9,8,-1.35461043053477,0.000837265747888195,64.6912305380757,0.0322890761458598,0.983806662461667,0.979948077110501
"508","Anser_anser_6713",15,14,85.946676300578,-0.0428918735124107,30.8591303565477,0.0154488351349197,0.0146013416442471,0.0148546718729779
"509","Anser_anser_6792",26,25,6.04850223850227,-0.00284493284493286,16.7231618391883,0.0083657002983545,0.720627153463714,0.73664378873952
"510","Anser_anser_7064",20,16,-83.1546378189636,0.0420773675242639,13.2714408753895,0.00669276442474087,1.12641343233743e-05,1.08281361856438e-05
"511","Anser_anser_7123",23,6,88.9148781785476,-0.0446812067720522,11.6808138975119,0.00589227504557268,0.000267810524509752,0.00027350291860194
"512","Anser_anser_7182",36,31,-33.7330185421207,0.017054672017229,5.61720250680548,0.0028207435603184,1.20871057073168e-06,1.07612006688987e-06
"513","Anser_anser_7384",34,31,-32.7494165280203,0.0165462172529448,5.53881869250439,0.00278881398434334,1.57341429916974e-06,1.4847308259289e-06
"514","Anser_anser_7425",34,33,-37.9574813258637,0.0191760037348273,5.45053708775545,0.00274306325237034,5.82972673417764e-08,5.39888023006569e-08
"515","Anser_brachyrhynchus_12284",11,10,-125.713867171112,0.063817273459551,38.5321150521165,0.0195049639194965,0.00853687704667765,0.00840399592780177
"516","Anser_brachyrhynchus_12286",22,21,48.4739588586443,-0.0241175703783765,14.8887576242256,0.00744806185832214,0.00378051384569642,0.00393896930402843
